timestamp,open,high,low,close,volume
2023-11-02,19.9300,20.0150,19.9076,19.9300,2774
2023-11-01,19.4100,19.5598,19.4000,19.5598,8209
2023-10-31,19.2900,19.3650,19.2650,19.3601,5727
2023-10-30,19.2700,19.3799,19.2200,19.3185,163068
2023-10-27,19.2500,19.2627,19.0400,19.0749,18232
2023-10-26,19.1648,19.2700,19.0600,19.1300,89152
2023-10-25,19.2600,19.2600,19.2000,19.2200,7838
2023-10-24,19.3184,19.3623,19.2900,19.3623,3022
2023-10-23,19.1900,19.3500,19.1800,19.2373,6773
2023-10-20,19.3200,19.3450,19.2700,19.2848,1386
2023-10-19,19.6000,19.6000,19.4750,19.4750,19600
2023-10-18,19.6700,19.6857,19.5800,19.6010,1730
2023-10-17,19.8833,19.9899,19.8800,19.9098,16203
2023-10-16,19.8800,19.9470,19.8800,19.9432,981
2023-10-13,19.8667,19.8667,19.7200,19.7246,1680
2023-10-12,19.9500,19.9879,19.8300,19.8719,1003
2023-10-11,20.1200,20.1200,20.0000,20.0900,8872
2023-10-10,20.0653,20.0653,20.0000,20.0000,34292
2023-10-09,19.5500,19.6900,19.5500,19.6900,1379
2023-10-06,19.8186,19.8650,19.8100,19.8330,9971
2023-10-05,19.4900,19.6041,19.4900,19.6041,1326
2023-10-04,19.5000,19.5700,19.4300,19.5450,40997
2023-10-03,19.7800,19.7800,19.5100,19.5520,12274
2023-10-02,19.9600,19.9600,19.8101,19.8576,2578
2023-09-29,20.2000,20.2000,20.0200,20.0540,2269
2023-09-28,20.0900,20.1282,20.0600,20.0803,17547
2023-09-27,20.0000,20.0000,19.8500,19.9479,2610
2023-09-26,20.1300,20.1300,19.9857,19.9857,1314
2023-09-25,20.1800,20.2853,20.1800,20.2571,6234
2023-09-22,20.3800,20.4500,20.3399,20.3399,1072
2023-09-21,20.4986,20.4986,20.2898,20.2898,9209
2023-09-20,20.7650,20.8201,20.6222,20.6222,2069
2023-09-19,20.6001,20.6799,20.6001,20.6581,3169
2023-09-18,20.6449,20.6700,20.6410,20.6605,5243
2023-09-15,20.7600,20.7600,20.7000,20.7027,1688
2023-09-14,20.6284,20.7695,20.6284,20.7557,3160
2023-09-13,20.4900,20.6085,20.4900,20.5240,1506
2023-09-12,20.4500,20.6050,20.4500,20.5583,3696
2023-09-11,20.5300,20.6699,20.5300,20.6517,7714
2023-09-08,20.4500,20.4595,20.3943,20.4103,11108
2023-09-07,20.4900,20.4900,20.3801,20.3990,3384
2023-09-06,20.6400,20.6400,20.5453,20.5453,7330
2023-09-05,20.6950,20.6950,20.6750,20.6773,1877
2023-09-01,20.9400,20.9700,20.8015,20.8420,23025
2023-08-31,20.9427,20.9427,20.7868,20.7868,1444
2023-08-30,20.8400,21.0000,20.8400,20.9590,6672
2023-08-29,20.9100,20.9678,20.9100,20.9678,1266
2023-08-28,20.7100,20.7300,20.6901,20.7274,6239
2023-08-25,20.5600,20.5600,20.5360,20.5360,44175
2023-08-24,20.6087,20.6400,20.5000,20.5100,6883
2023-08-23,20.7100,20.7100,20.6500,20.6852,4648
2023-08-22,20.4800,20.5199,20.4359,20.4600,6145
2023-08-21,20.4600,20.4600,20.3700,20.4547,437
2023-08-18,20.2801,20.4300,20.2801,20.4234,1891
2023-08-17,20.6000,20.6000,20.4624,20.4624,11305
2023-08-16,20.5600,20.7081,20.5505,20.5505,4678
2023-08-15,20.8900,20.8900,20.6891,20.6891,4701
2023-08-14,20.9400,20.9750,20.8901,20.9539,9503
2023-08-11,21.1390,21.1400,21.0600,21.0731,3574
2023-08-10,21.4700,21.5700,21.2717,21.2717,1448
2023-08-09,21.2101,21.2600,21.2100,21.2300,18825
2023-08-08,21.1100,21.1747,21.1100,21.1747,12103
2023-08-07,21.3400,21.4080,21.3300,21.4080,28967
2023-08-04,21.5520,21.5520,21.3084,21.3084,3574
2023-08-03,21.1899,21.2500,21.1899,21.2219,8002
2023-08-02,21.4800,21.4800,21.2649,21.2784,3714
2023-08-01,21.8400,21.8400,21.7000,21.7360,5283
2023-07-31,22.0800,22.0900,22.0311,22.0371,5445
2023-07-28,22.0500,22.0706,21.9500,22.0107,7484
2023-07-27,21.8600,21.9399,21.6971,21.6971,1975
2023-07-26,21.5900,21.8620,21.5900,21.8620,8013
2023-07-25,21.7901,21.8001,21.7800,21.7971,3722
2023-07-24,21.5700,21.7400,21.5700,21.7227,842
2023-07-21,21.5887,21.5887,21.5620,21.5784,6007
2023-07-20,21.6100,21.6100,21.5200,21.5281,9366
2023-07-19,21.7100,21.7100,21.5900,21.6400,10432
2023-07-18,21.6819,21.7000,21.6300,21.6841,7407
2023-07-17,21.4900,21.6300,21.4900,21.6000,6022
2023-07-14,21.6100,21.6100,21.5800,21.5884,7503
2023-07-13,21.5100,21.7691,21.5100,21.7549,9542
2023-07-12,21.3500,21.4783,21.3500,21.4406,6808
2023-07-11,20.8600,21.0150,20.8500,21.0150,11905
2023-07-10,20.7800,20.8262,20.7700,20.8262,2702
2023-07-07,20.4900,20.8800,20.4900,20.8000,3504
2023-07-06,20.5400,20.6020,20.4400,20.5030,8416
2023-07-05,20.9600,20.9600,20.8700,20.9050,5696
2023-07-03,21.1400,21.1931,21.1400,21.1654,591
2023-06-30,20.9200,21.1200,20.9200,21.0501,9789
2023-06-29,20.8290,20.8548,20.8190,20.8548,4817
2023-06-28,20.9100,20.9100,20.8800,20.8905,1651
2023-06-27,20.8701,20.9800,20.8701,20.9697,5952
2023-06-26,20.8500,20.8600,20.7901,20.7901,9045
2023-06-23,20.7700,20.9400,20.6900,20.7476,16848
2023-06-22,21.1100,21.1100,21.0400,21.0800,11918
2023-06-21,21.4970,21.5200,21.4600,21.5200,2354
2023-06-20,22.1400,22.1400,21.3800,21.4602,18278
2023-06-16,21.9200,21.9200,21.7743,21.7743,14908
2023-06-15,21.7200,21.8950,21.7101,21.8800,15085
2023-06-14,21.7100,21.7150,21.5250,21.6489,6611
2023-06-13,21.5000,21.5000,21.4400,21.4570,19739
