timestamp,open,high,low,close,volume
2023-11-02,37.2400,38.0200,36.5800,37.4900,200932
2023-11-01,33.8900,35.8300,33.8900,35.7800,114839
2023-10-31,33.2700,33.9100,32.1300,33.8200,104025
2023-10-30,33.7400,34.3700,32.8185,33.6300,206746
2023-10-27,33.9600,34.2599,33.1750,33.6100,75574
2023-10-26,34.1800,35.0000,32.5100,32.9100,166801
2023-10-25,36.4500,36.4858,33.8700,34.1800,168638
2023-10-24,36.4800,37.3000,36.1000,37.2500,72654
2023-10-23,34.9900,37.0194,34.5697,36.1500,445508
2023-10-20,36.4500,37.1600,35.3900,35.4100,240583
2023-10-19,38.3600,38.4000,36.5000,36.6900,59960
2023-10-18,37.9900,38.5550,37.2400,37.6600,97411
2023-10-17,39.0100,40.2699,37.4800,39.5300,147332
2023-10-16,40.0300,41.5000,40.0300,41.2700,78228
2023-10-13,42.7300,42.7500,40.0600,40.1900,98248
2023-10-12,42.0700,43.6600,41.6700,42.5700,255073
2023-10-11,41.4000,42.1099,41.0200,42.0400,83532
2023-10-10,40.3300,41.8200,40.0000,41.0500,115097
2023-10-09,39.4100,40.4600,38.8000,40.1800,77880
2023-10-06,38.1700,40.6300,37.7500,40.4700,174047
2023-10-05,38.5900,39.1300,37.9200,38.8500,122104
2023-10-04,38.1400,38.7300,37.4838,38.6400,49415
2023-10-03,39.0000,39.7500,37.2339,37.7400,81160
2023-10-02,38.7300,40.0673,38.6700,39.5100,92515
2023-09-29,39.1700,39.5300,38.2700,38.5100,47655
2023-09-28,36.7400,38.7500,36.4800,38.1100,234402
2023-09-27,36.8000,37.2940,35.8300,36.9100,64203
2023-09-26,36.5100,37.2500,35.9386,36.2000,82836
2023-09-25,36.2400,37.3000,35.9000,37.1900,62969
2023-09-22,36.5000,37.2000,36.2587,36.5400,56362
2023-09-21,36.2600,36.8700,35.7300,35.7600,128981
2023-09-20,39.3600,39.6000,37.4410,37.4600,90141
2023-09-19,39.6000,39.6500,38.5600,39.1200,87790
2023-09-18,38.5500,40.0800,38.3600,39.8200,82769
2023-09-15,41.8600,41.8600,39.3500,39.6400,95230
2023-09-14,42.6000,42.6000,41.7000,42.2900,48079
2023-09-13,40.9300,42.4867,40.9300,41.7600,75664
2023-09-12,41.2600,42.4199,41.0238,41.0800,62798
2023-09-11,42.9300,42.9600,40.6000,41.7400,86721
2023-09-08,42.2700,42.9600,41.5517,41.8500,53600
2023-09-07,42.1800,42.6700,41.3000,42.5500,107174
2023-09-06,45.5400,45.6964,43.4600,44.3600,84407
2023-09-05,45.2100,46.2800,44.9591,45.7700,64240
2023-09-01,46.7900,46.8173,45.1005,45.7400,69071
2023-08-31,45.6900,46.7900,45.6900,46.4100,103165
2023-08-30,45.1000,46.2650,44.4000,45.7200,445256
2023-08-29,42.0700,45.4300,41.8900,45.1400,136965
2023-08-28,42.1600,42.5000,40.7000,42.4500,85338
2023-08-25,41.6900,42.8500,39.8300,41.2900,173544
